USPS,GEOID,NAME,INTPTLAT,INTPTLONG
IN,18111,Newton County,40.962399,-87.402172
IN,18113,Noble County,41.40468,-85.417271
IN,18115,Ohio County,38.940527,-84.964299
IN,18117,Orange County,38.547381,-86.489257
IN,18119,Owen County,39.317339,-86.838845
IN,18121,Parke County,39.77425,-87.19695
IN,18123,Perry County,38.081436,-86.62654
IN,18125,Pike County,38.397898,-87.232532
IN,18127,Porter County,41.509915,-87.071313
IN,18129,Posey County,38.027614,-87.868653
IN,18131,Pulaski County,41.045272,-86.692538
IN,18133,Putnam County,39.665548,-86.853373
IN,18135,Randolph County,40.164079,-85.00579
IN,18137,Ripley County,39.100226,-85.260494
IN,18139,Rush County,39.622357,-85.466403
IN,18141,St. Joseph County,41.617699,-86.288159
IN,18143,Scott County,38.679431,-85.751898
IN,18145,Shelby County,39.524135,-85.792174
IN,18147,Spencer County,38.009697,-87.010375
IN,18149,Starke County,41.284478,-86.644636
IN,18151,Steuben County,41.643467,-85.002405
IN,18153,Sullivan County,39.089225,-87.415843
IN,18155,Switzerland County,38.825854,-85.029681
IN,18157,Tippecanoe County,40.389133,-86.893554
IN,18159,Tipton County,40.310229,-86.056207
IN,18161,Union County,39.623111,-84.925152
IN,18163,Vanderburgh County,38.02007,-87.586166
IN,18165,Vermillion County,39.854045,-87.462071
IN,18167,Vigo County,39.429143,-87.390375
IN,18169,Wabash County,40.843747,-85.795192
IN,18171,Warren County,40.352658,-87.375847
IN,18173,Warrick County,38.097728,-87.272049
IN,18175,Washington County,38.600613,-86.104751
IN,18177,Wayne County,39.863091,-85.006735
IN,18179,Wells County,40.735273,-85.212974
IN,18181,White County,40.75095,-86.864293
IN,18183,Whitley County,41.136426,-85.501892
IA,19001,Adair County,41.328528,-94.478164
IA,19003,Adams County,41.021656,-94.696906
IA,19005,Allamakee County,43.274964,-91.382751
IA,19007,Appanoose County,40.744296,-92.873061
IA,19009,Audubon County,41.679178,-94.904312
IA,19011,Benton County,42.092547,-92.05763
IA,19013,Black Hawk County,42.471541,-92.308033
IA,19015,Boone County,42.038642,-93.938358
IA,19017,Bremer County,42.780895,-92.327356
IA,19019,Buchanan County,42.470328,-91.838666
IA,19021,Buena Vista County,42.741522,-95.141432
IA,19023,Butler County,42.734708,-92.780066
IA,19025,Calhoun County,42.38617,-94.643683
IA,19027,Carroll County,42.039492,-94.867647
IA,19029,Cass County,41.333824,-94.933302
IA,19031,Cedar County,41.77236,-91.132611
IA,19033,Cerro Gordo County,43.074975,-93.250965
IA,19035,Cherokee County,42.742737,-95.633262
IA,19037,Chickasaw County,43.059741,-92.31721
IA,19039,Clarke County,41.029191,-93.784096
IA,19041,Clay County,43.081224,-95.149875
IA,19043,Clayton County,42.840985,-91.323576
IA,19045,Clinton County,41.898073,-90.534243
IA,19047,Crawford County,42.043119,-95.38909
IA,19049,Dallas County,41.685321,-94.040707
IA,19051,Davis County,40.748089,-92.410345
IA,19053,Decatur County,40.736379,-93.78458
IA,19055,Delaware County,42.472937,-91.366767
IA,19057,Des Moines County,40.915339,-91.186925
IA,19059,Dickinson County,43.389611,-95.196057
IA,19061,Dubuque County,42.463481,-90.878771
IA,19063,Emmet County,43.377984,-94.66937
IA,19065,Fayette County,42.864122,-91.840376
IA,19067,Floyd County,43.052741,-92.787367
IA,19069,Franklin County,42.736549,-93.271425
IA,19071,Fremont County,40.74259,-95.599182
IA,19073,Greene County,42.042494,-94.388703
IA,19075,Grundy County,42.403323,-92.790261
IA,19077,Guthrie County,41.683573,-94.501272
IA,19079,Hamilton County,42.390768,-93.709198
IA,19081,Hancock County,43.075411,-93.743697
IA,19083,Hardin County,42.390208,-93.241669
IA,19085,Harrison County,41.688584,-95.827149
IA,19087,Henry County,40.984802,-91.547259
IA,19089,Howard County,43.365312,-92.321908
IA,19091,Humboldt County,42.782221,-94.202775
IA,19093,Ida County,42.39186,-95.507421
IA,19095,Iowa County,41.683918,-92.059123
IA,19097,Jackson County,42.164281,-90.574596
IA,19099,Jasper County,41.685551,-93.054147
IA,19101,Jefferson County,41.006384,-91.96744
IA,19103,Johnson County,41.668877,-91.588924
IA,19105,Jones County,42.125118,-91.116914
IA,19107,Keokuk County,41.331182,-92.167721
IA,19109,Kossuth County,43.212478,-94.213983
IA,19111,Lee County,40.647588,-91.477157
IA,19113,Linn County,42.077951,-91.597674
IA,19115,Louisa County,41.218211,-91.256994
IA,19117,Lucas County,41.033344,-93.331467
IA,19119,Lyon County,43.38358,-96.207201
IA,19121,Madison County,41.330622,-94.015184
IA,19123,Mahaska County,41.330797,-92.636366
IA,19125,Marion County,41.331455,-93.093849
IA,19127,Marshall County,42.041691,-92.981452
IA,19129,Mills County,41.033703,-95.619101
IA,19131,Mitchell County,43.348564,-92.784466
IA,19133,Monona County,42.049432,-95.956566
IA,19135,Monroe County,41.028847,-92.869642
IA,19137,Montgomery County,41.021735,-95.15779
IA,19139,Muscatine County,41.483776,-91.118699
IA,19141,O'Brien County,43.083746,-95.625624
IA,19143,Osceola County,43.378542,-95.633788
IA,19145,Page County,40.73909,-95.14429
IA,19147,Palo Alto County,43.075337,-94.669055
IA,19149,Plymouth County,42.737585,-96.215864
IA,19151,Pocahontas County,42.734033,-94.678279
IA,19153,Polk County,41.684816,-93.568971
IA,19155,Pottawattamie County,41.340184,-95.544905
IA,19157,Poweshiek County,41.684526,-92.522882
IA,19159,Ringgold County,40.735334,-94.244251
IA,19161,Sac County,42.387526,-95.105224
IA,19163,Scott County,41.642079,-90.622289
IA,19165,Shelby County,41.679014,-95.308917
IA,19167,Sioux County,43.082646,-96.17801
IA,19169,Story County,42.037538,-93.466093
IA,19171,Tama County,42.074848,-92.529411
IA,19173,Taylor County,40.737949,-94.697108
IA,19175,Union County,41.02855,-94.245091
IA,19177,Van Buren County,40.754117,-91.952943
IA,19179,Wapello County,41.031263,-92.409482
IA,19181,Warren County,41.332446,-93.568751
IA,19183,Washington County,41.329401,-91.725052
IA,19185,Wayne County,40.739983,-93.332613
IA,19187,Webster County,42.433579,-94.175831
IA,19189,Winnebago County,43.378124,-93.743488
IA,19191,Winneshiek County,43.292989,-91.850788
IA,19193,Woodbury County,42.39322,-96.053296
IA,19195,Worth County,43.373491,-93.248533
IA,19197,Wright County,42.733007,-93.734735
KS,20001,Allen County,37.884228,-95.300945
KS,20003,Anderson County,38.215114,-95.292046
KS,20005,Atchison County,39.532544,-95.313397
KS,20007,Barber County,37.222906,-98.685052
KS,20009,Barton County,38.481239,-98.767837
KS,20011,Bourbon County,37.8561,-94.850928
KS,20013,Brown County,39.825931,-95.569905
KS,20015,Butler County,37.773649,-96.83884
KS,20017,Chase County,38.299475,-96.594029
KS,20019,Chautauqua County,37.154259,-96.245396
KS,20021,Cherokee County,37.169392,-94.845698
KS,20023,Cheyenne County,39.789917,-101.727325
KS,20025,Clark County,37.233831,-99.813869
KS,20027,Clay County,39.344964,-97.168853
KS,20029,Cloud County,39.487329,-97.64139
KS,20031,Coffey County,38.23645,-95.729137
KS,20033,Comanche County,37.181442,-99.251293
KS,20035,Cowley County,37.234507,-96.837247
KS,20037,Crawford County,37.505821,-94.853897
KS,20039,Decatur County,39.783542,-100.459708
KS,20041,Dickinson County,38.867735,-97.157943
KS,20043,Doniphan County,39.788502,-95.147225
KS,20045,Douglas County,38.896417,-95.290947
KS,20047,Edwards County,37.883595,-99.304746
KS,20049,Elk County,37.456026,-96.244642
KS,20051,Ellis County,38.914597,-99.317313
KS,20053,Ellsworth County,38.700845,-98.205355
KS,20055,Finney County,38.049808,-100.739967
KS,20057,Ford County,37.688416,-99.884748
KS,20059,Franklin County,38.558019,-95.278962
KS,20061,Geary County,39.002156,-96.768037
KS,20063,Gove County,38.917239,-100.48736
KS,20065,Graham County,39.354972,-99.879894
KS,20067,Grant County,37.547537,-101.299362
KS,20069,Gray County,37.744513,-100.451716
KS,20071,Greeley County,38.480404,-101.80597
KS,20073,Greenwood County,37.879347,-96.241732
KS,20075,Hamilton County,37.995244,-101.793689
KS,20077,Harper County,37.188184,-98.06659
KS,20079,Harvey County,38.050144,-97.436706
KS,20081,Haskell County,37.554979,-100.879952
KS,20083,Hodgeman County,38.087493,-99.898407
KS,20085,Jackson County,39.411145,-95.794485
KS,20087,Jefferson County,39.239644,-95.375314
KS,20089,Jewell County,39.777002,-98.222618
KS,20091,Johnson County,38.883907,-94.82233
KS,20093,Kearny County,37.994461,-101.308136
KS,20095,Kingman County,37.552951,-98.144529
KS,20097,Kiowa County,37.561231,-99.286539
KS,20099,Labette County,37.191468,-95.297473
KS,20101,Lane County,38.481286,-100.466185
KS,20103,Leavenworth County,39.189511,-95.038977
KS,20105,Lincoln County,39.04728,-98.214284
KS,20107,Linn County,38.216549,-94.844932
KS,20109,Logan County,38.91327,-101.157402
KS,20111,Lyon County,38.455498,-96.161589
KS,20113,McPherson County,38.395812,-97.647489
KS,20115,Marion County,38.359647,-97.102771
KS,20117,Marshall County,39.782709,-96.521243
KS,20119,Meade County,37.243886,-100.360094
KS,20121,Miami County,38.566772,-94.832963
KS,20123,Mitchell County,39.393026,-98.207362
KS,20125,Montgomery County,37.189537,-95.742403
KS,20127,Morris County,38.688204,-96.651448
KS,20129,Morton County,37.185249,-101.809516
KS,20131,Nemaha County,39.791043,-96.005381
KS,20133,Neosho County,37.564283,-95.315683
KS,20135,Ness County,38.480437,-99.908745
KS,20137,Norton County,39.783867,-99.899235
KS,20139,Osage County,38.648409,-95.707596
KS,20141,Osborne County,39.348261,-98.767942
KS,20143,Ottawa County,39.137963,-97.654802
KS,20145,Pawnee County,38.181477,-99.234772
KS,20147,Phillips County,39.784506,-99.34215
KS,20149,Pottawatomie County,39.382187,-96.337113
KS,20151,Pratt County,37.647594,-98.74012
KS,20153,Rawlins County,39.786198,-101.076738
KS,20155,Reno County,37.948185,-98.078346
KS,20157,Republic County,39.82891,-97.650921
KS,20159,Rice County,38.347178,-98.201415
KS,20161,Riley County,39.291211,-96.727489
KS,20163,Rooks County,39.346006,-99.324492
KS,20165,Rush County,38.523592,-99.309183
KS,20167,Russell County,38.91604,-98.770949
KS,20169,Saline County,38.786327,-97.650153
KS,20171,Scott County,38.481877,-100.90636
KS,20173,Sedgwick County,37.681045,-97.461054
KS,20175,Seward County,37.180623,-100.854932
KS,20177,Shawnee County,39.041805,-95.755664
KS,20179,Sheridan County,39.350547,-100.441228
KS,20181,Sherman County,39.351352,-101.719859
KS,20183,Smith County,39.78466,-98.785429
KS,20185,Stafford County,38.03563,-98.719889
KS,20187,Stanton County,37.565932,-101.789383
KS,20189,Stevens County,37.200969,-101.317577
KS,20191,Sumner County,37.236662,-97.493352
KS,20193,Thomas County,39.357713,-101.083385
KS,20195,Trego County,38.921302,-99.865423
KS,20197,Wabaunsee County,38.955154,-96.201262
KS,20199,Wallace County,38.926626,-101.771103
KS,20201,Washington County,39.776714,-97.095611
KS,20203,Wichita County,38.481922,-101.347434
KS,20205,Wilson County,37.558515,-95.745175
KS,20207,Woodson County,37.888193,-95.758469
KS,20209,Wyandotte County,39.115384,-94.763087
KY,21001,Adair County,37.105559,-85.28138
KY,21003,Allen County,36.75077,-86.192458
KY,21005,Anderson County,38.005396,-84.986417
KY,21007,Ballard County,37.051323,-89.010367
KY,21009,Barren County,36.963671,-85.925162
KY,21011,Bath County,38.152249,-83.737641
KY,21013,Bell County,36.72268,-83.681046
KY,21015,Boone County,38.974595,-84.731431
KY,21017,Bourbon County,38.202562,-84.20986
KY,21019,Boyd County,38.360004,-82.681406
KY,21021,Boyle County,37.618104,-84.868352
KY,21023,Bracken County,38.680365,-84.115235
KY,21025,Breathitt County,37.506632,-83.28304
KY,21027,Breckinridge County,37.777988,-86.432919
KY,21029,Bullitt County,37.969928,-85.702641
KY,21031,Butler County,37.207013,-86.682471
KY,21033,Caldwell County,37.148642,-87.870509
KY,21035,Calloway County,36.620978,-88.274086
KY,21037,Campbell County,38.946981,-84.379583
KY,21039,Carlisle County,36.857726,-88.975757
KY,21041,Carroll County,38.668394,-85.124024
KY,21043,Carter County,38.309549,-83.048796
KY,21045,Casey County,37.321962,-84.92822
KY,21047,Christian County,36.892059,-87.492986
KY,21049,Clark County,37.970133,-84.144974
KY,21051,Clay County,37.157317,-83.718433
KY,21053,Clinton County,36.727258,-85.136098
KY,21055,Crittenden County,37.358149,-88.10501
KY,21057,Cumberland County,36.784224,-85.393507
KY,21059,Daviess County,37.731671,-87.087139
KY,21061,Edmonson County,37.227514,-86.218015
KY,21063,Elliott County,38.115438,-83.097209
KY,21065,Estill County,37.692449,-83.963983
KY,21067,Fayette County,38.040676,-84.458274
KY,21069,Fleming County,38.368431,-83.706152
KY,21071,Floyd County,37.559878,-82.743361
KY,21073,Franklin County,38.234919,-84.868786
KY,21075,Fulton County,36.552511,-89.187659
KY,21077,Gallatin County,38.760103,-84.862153
KY,21079,Garrard County,37.630162,-84.545856
KY,21081,Grant County,38.64916,-84.625927
KY,21083,Graves County,36.723344,-88.649897
KY,21085,Grayson County,37.458577,-86.344011
KY,21087,Green County,37.269637,-85.561403
KY,21089,Greenup County,38.563562,-82.93382
KY,21091,Hancock County,37.843325,-86.792761
KY,21093,Hardin County,37.695836,-85.963183
KY,21095,Harlan County,36.859223,-83.221497
KY,21097,Harrison County,38.444578,-84.334131
KY,21099,Hart County,37.316435,-85.8791
KY,21101,Henderson County,37.792542,-87.572577
KY,21103,Henry County,38.451585,-85.11989
KY,21105,Hickman County,36.675896,-88.972084
KY,21107,Hopkins County,37.31107,-87.542196
KY,21109,Jackson County,37.403458,-84.020576
KY,21111,Jefferson County,38.189532,-85.657624
KY,21113,Jessamine County,37.873291,-84.58396
KY,21115,Johnson County,37.84926,-82.830639
KY,21117,Kenton County,38.930503,-84.533438
KY,21119,Knott County,37.359724,-82.945724
KY,21121,Knox County,36.887476,-83.85563
KY,21123,Larue County,37.544462,-85.696841
KY,21125,Laurel County,37.113268,-84.119395
KY,21127,Lawrence County,38.074457,-82.738302
KY,21129,Lee County,37.608116,-83.719248
KY,21131,Leslie County,37.087846,-83.388617
KY,21133,Letcher County,37.118536,-82.861251
KY,21135,Lewis County,38.552152,-83.376774
KY,21137,Lincoln County,37.457174,-84.658335
KY,21139,Livingston County,37.209517,-88.363426
KY,21141,Logan County,36.859829,-86.881436
KY,21143,Lyon County,37.023976,-88.083391
KY,21145,McCracken County,37.053683,-88.712366
KY,21147,McCreary County,36.731136,-84.491052
KY,21149,McLean County,37.526707,-87.265597
KY,21151,Madison County,37.723592,-84.276998
KY,21153,Magoffin County,37.698953,-83.069716
KY,21155,Marion County,37.552604,-85.268959
KY,21157,Marshall County,36.882017,-88.332752
KY,21159,Martin County,37.796774,-82.506623
KY,21161,Mason County,38.594137,-83.828125
KY,21163,Meade County,37.967476,-86.200863
KY,21165,Menifee County,37.950665,-83.597515
KY,21167,Mercer County,37.812085,-84.879694
KY,21169,Metcalfe County,36.992515,-85.633598
KY,21171,Monroe County,36.714077,-85.713508
KY,21173,Montgomery County,38.038138,-83.912337
KY,21175,Morgan County,37.92294,-83.258944
KY,21177,Muhlenberg County,37.213816,-87.134092
KY,21179,Nelson County,37.803188,-85.465955
KY,21181,Nicholas County,38.337132,-84.025554
KY,21183,Ohio County,37.477859,-86.844871
KY,21185,Oldham County,38.400127,-85.456152
KY,21187,Owen County,38.499394,-84.84159
KY,21189,Owsley County,37.423614,-83.691628
KY,21191,Pendleton County,38.696284,-84.351944
KY,21193,Perry County,37.241282,-83.217772
KY,21195,Pike County,37.486031,-82.410913
KY,21197,Powell County,37.800629,-83.820015
KY,21199,Pulaski County,37.108312,-84.579986
KY,21201,Robertson County,38.513473,-84.06423
KY,21203,Rockcastle County,37.36105,-84.314368
KY,21205,Rowan County,38.20425,-83.42807
KY,21207,Russell County,36.990587,-85.05495
KY,21209,Scott County,38.289882,-84.579376
KY,21211,Shelby County,38.239028,-85.228266
KY,21213,Simpson County,36.740947,-86.581746
KY,21215,Spencer County,38.024893,-85.316775
KY,21217,Taylor County,37.366184,-85.327836
KY,21219,Todd County,36.840338,-87.183642
KY,21221,Trigg County,36.807681,-87.858652
KY,21223,Trimble County,38.62004,-85.351208
KY,21225,Union County,37.658029,-87.95165
KY,21227,Warren County,36.995634,-86.423579
KY,21229,Washington County,37.754209,-85.175416
KY,21231,Wayne County,36.802011,-84.83044
KY,21233,Webster County,37.51946,-87.68479
KY,21235,Whitley County,36.758024,-84.144648
KY,21237,Wolfe County,37.743774,-83.495068
KY,21239,Woodford County,38.043103,-84.748863
LA,22001,Acadia Parish,30.291497,-92.411037
LA,22003,Allen Parish,30.652744,-92.819605
LA,22005,Ascension Parish,30.206444,-90.912502
LA,22007,Assumption Parish,29.898853,-91.052465
LA,22009,Avoyelles Parish,31.088503,-91.983275
LA,22011,Beauregard Parish,30.645018,-93.340253
LA,22013,Bienville Parish,32.340952,-93.041151
LA,22015,Bossier Parish,32.695851,-93.616132
LA,22017,Caddo Parish,32.577195,-93.882423
LA,22019,Calcasieu Parish,30.229559,-93.358015
LA,22021,Caldwell Parish,32.101219,-92.114231
LA,22023,Cameron Parish,29.871812,-93.164948
LA,22025,Catahoula Parish,31.666517,-91.846703
LA,22027,Claiborne Parish,32.827043,-92.989767
LA,22029,Concordia Parish,31.469805,-91.626314
LA,22031,De Soto Parish,32.059248,-93.740797
LA,22033,East Baton Rouge Parish,30.54393,-91.093131
LA,22035,East Carroll Parish,32.73017,-91.234141
LA,22037,East Feliciana Parish,30.839784,-91.043434
LA,22039,Evangeline Parish,30.720693,-92.404086
LA,22041,Franklin Parish,32.139076,-91.672371
LA,22043,Grant Parish,31.597787,-92.561716
LA,22045,Iberia Parish,30.007127,-91.976784
LA,22047,Iberville Parish,30.270628,-91.365848
LA,22049,Jackson Parish,32.30429,-92.5617
LA,22051,Jefferson Parish,29.522281,-90.081001
LA,22053,Jefferson Davis Parish,30.269529,-92.816221
LA,22055,Lafayette Parish,30.206507,-92.06417
LA,22057,Lafourche Parish,29.491992,-90.394849
LA,22059,LaSalle Parish,31.680083,-92.161596
LA,22061,Lincoln Parish,32.601823,-92.662303
LA,22063,Livingston Parish,30.440419,-90.727474
LA,22065,Madison Parish,32.341375,-91.242023
LA,22067,Morehouse Parish,32.820008,-91.800399
LA,22069,Natchitoches Parish,31.732551,-93.082611
LA,22071,Orleans Parish,30.05342,-89.934502
LA,22073,Ouachita Parish,32.477664,-92.154848
LA,22075,Plaquemines Parish,29.402337,-89.298489
LA,22077,Pointe Coupee Parish,30.708319,-91.604621
LA,22079,Rapides Parish,31.193204,-92.535953
LA,22081,Red River Parish,32.101213,-93.34905
LA,22083,Richland Parish,32.413158,-91.748353
LA,22085,Sabine Parish,31.560402,-93.559579
LA,22087,St. Bernard Parish,29.91811,-89.263494
LA,22089,St. Charles Parish,29.905722,-90.357855
LA,22091,St. Helena Parish,30.822539,-90.708307
LA,22093,St. James Parish,30.024777,-90.793956
LA,22095,St. John the Baptist Parish,30.147307,-90.485674
LA,22097,St. Landry Parish,30.583441,-91.989274
LA,22099,St. Martin Parish,30.121433,-91.611481
LA,22101,St. Mary Parish,29.629349,-91.463804
LA,22103,St. Tammany Parish,30.410022,-89.951962
LA,22105,Tangipahoa Parish,30.62158,-90.406633
LA,22107,Tensas Parish,32.001489,-91.342576
LA,22109,Terrebonne Parish,29.33413,-90.843674
LA,22111,Union Parish,32.829349,-92.37565
LA,22113,Vermilion Parish,29.789722,-92.291568
LA,22115,Vernon Parish,31.110563,-93.18152
LA,22117,Washington Parish,30.852144,-90.046253
LA,22119,Webster Parish,32.732152,-93.339825
LA,22121,West Baton Rouge Parish,30.464052,-91.309808
LA,22123,West Carroll Parish,32.79248,-91.451998
LA,22125,West Feliciana Parish,30.872701,-91.421008
LA,22127,Winn Parish,31.941187,-92.641269
ME,23001,Androscoggin County,44.167681,-70.207435
ME,23003,Aroostook County,46.709193,-68.612409
ME,23005,Cumberland County,43.808348,-70.330375
ME,23007,Franklin County,44.973012,-70.444727
ME,23009,Hancock County,44.564906,-68.370703
ME,23011,Kennebec County,44.417012,-69.765764
ME,23013,Knox County,44.042045,-69.038514
ME,23015,Lincoln County,43.994226,-69.514056
ME,23017,Oxford County,44.4945,-70.734421
ME,23019,Penobscot County,45.409279,-68.666598
ME,23021,Piscataquis County,45.915639,-69.102231
ME,23023,Sagadahoc County,43.916645,-69.844326
ME,23025,Somerset County,45.503646,-69.95611
ME,23027,Waldo County,44.505834,-69.138952
ME,23029,Washington County,44.967009,-67.609354
ME,23031,York County,43.426019,-70.668425
MD,24001,Allegany County,39.612313,-78.703104
MD,24003,Anne Arundel County,38.991619,-76.560874
MD,24005,Baltimore County,39.443167,-76.616569
MD,24009,Calvert County,38.522611,-76.529493
MD,24011,Caroline County,38.871531,-75.831662
MD,24013,Carroll County,39.563301,-77.015368
MD,24015,Cecil County,39.562354,-75.941585
MD,24017,Charles County,38.472853,-77.015427
MD,24019,Dorchester County,38.429196,-76.047433
MD,24021,Frederick County,39.470214,-77.397628
MD,24023,Garrett County,39.547299,-79.274619
MD,24025,Harford County,39.537429,-76.299789
MD,24027,Howard County,39.252264,-76.924406
MD,24029,Kent County,39.241279,-76.125987
MD,24031,Montgomery County,39.137381,-77.203063
MD,24033,Prince George's County,38.82588,-76.847272
MD,24035,Queen Anne's County,39.040693,-76.082405
MD,24037,St. Mary's County,38.220289,-76.530384
MD,24039,Somerset County,38.07445,-75.853323
MD,24041,Talbot County,38.748352,-76.17848
MD,24043,Washington County,39.603621,-77.814671
MD,24045,Wicomico County,38.367375,-75.632089
MD,24047,Worcester County,38.222133,-75.309931
MD,24510,Baltimore city,39.300032,-76.610476
MA,25001,Barnstable County,41.799014,-70.21188
MA,25003,Berkshire County,42.375314,-73.213948
MA,25005,Bristol County,41.747624,-71.088963
MA,25007,Dukes County,41.38097,-70.701499
MA,25009,Essex County,42.642711,-70.865107
MA,25011,Franklin County,42.584504,-72.591792
MA,25013,Hampden County,42.136198,-72.635648
MA,25015,Hampshire County,42.339459,-72.663694
MA,25017,Middlesex County,42.481711,-71.394917
MA,25019,Nantucket County,41.305878,-70.14191
MA,25021,Norfolk County,42.171751,-71.181116
MA,25023,Plymouth County,41.987196,-70.741942
MA,25025,Suffolk County,42.338551,-71.018253
MA,25027,Worcester County,42.311693,-71.940282
MI,26001,Alcona County,44.682535,-82.834078
MI,26003,Alger County,47.080077,-86.564108
MI,26005,Allegan County,42.595787,-86.634745
MI,26007,Alpena County,44.894954,-83.426574
MI,26009,Antrim County,45.005455,-85.175639
MI,26011,Arenac County,44.036833,-83.740675
MI,26013,Baraga County,46.695859,-88.36181
MI,26015,Barry County,42.582811,-85.31455
MI,26017,Bay County,43.699711,-83.978701
MI,26019,Benzie County,44.648621,-86.494326
MI,26021,Berrien County,41.791382,-86.742543
MI,26023,Branch County,41.918455,-85.066885
MI,26025,Calhoun County,42.24299,-85.012385
MI,26027,Cass County,41.917243,-86.000142
MI,26029,Charlevoix County,45.513164,-85.450392
MI,26031,Cheboygan County,45.47612,-84.495271
MI,26033,Chippewa County,46.321819,-84.52063
MI,26035,Clare County,43.991137,-84.838325
MI,26037,Clinton County,42.950455,-84.591695
MI,26039,Crawford County,44.680175,-84.611343
MI,26041,Delta County,45.805229,-86.901938
MI,26043,Dickinson County,46.012823,-87.866119
MI,26045,Eaton County,42.589614,-84.846524
MI,26047,Emmet County,45.590094,-84.986822
MI,26049,Genesee County,43.021077,-83.706372
MI,26051,Gladwin County,43.98975,-84.389816
MI,26053,Gogebic County,46.461513,-89.806863
MI,26055,Grand Traverse County,44.718688,-85.553848
MI,26057,Gratiot County,43.292326,-84.60469
MI,26059,Hillsdale County,41.927461,-84.637479
MI,26061,Houghton County,46.998431,-88.651908
MI,26063,Huron County,43.907616,-82.857045
MI,26065,Ingham County,42.603534,-84.373811
MI,26067,Ionia County,42.94465,-85.073766
MI,26069,Iosco County,44.329482,-82.849444
MI,26071,Iron County,46.170254,-88.540526
MI,26073,Isabella County,43.645233,-84.839424
MI,26075,Jackson County,42.248474,-84.420868
MI,26077,Kalamazoo County,42.246266,-85.532854
MI,26079,Kalkaska County,44.678881,-85.088992
MI,26081,Kent County,43.032497,-85.547446
MI,26083,Keweenaw County,47.681974,-88.148797
MI,26085,Lake County,43.995187,-85.8114
MI,26087,Lapeer County,43.088633,-83.224325
MI,26089,Leelanau County,45.146182,-86.051574
MI,26091,Lenawee County,41.896019,-84.074307
MI,26093,Livingston County,42.602532,-83.911718
MI,26095,Luce County,46.940602,-85.582368
MI,26097,Mackinac County,46.167868,-85.303762
MI,26099,Macomb County,42.671493,-82.910856
MI,26101,Manistee County,44.350385,-86.602967
MI,26103,Marquette County,46.656596,-87.584028
MI,26105,Mason County,43.996636,-86.750814
MI,26107,Mecosta County,43.635295,-85.332751
MI,26109,Menominee County,45.538237,-87.492949
MI,26111,Midland County,43.648203,-84.379414
MI,26113,Missaukee County,44.325424,-85.085471
MI,26115,Monroe County,41.916097,-83.487106
MI,26117,Montcalm County,43.312782,-85.149468
MI,26119,Montmorency County,45.024134,-84.130107
MI,26121,Muskegon County,43.289258,-86.751892
MI,26123,Newaygo County,43.562709,-85.791423
MI,26125,Oakland County,42.660452,-83.38421
MI,26127,Oceana County,43.647255,-86.807575
MI,26129,Ogemaw County,44.33328,-84.128073
MI,26131,Ontonagon County,47.216602,-89.500463
MI,26133,Osceola County,43.997552,-85.322283
MI,26135,Oscoda County,44.687257,-84.126905
MI,26137,Otsego County,45.021787,-84.576603
MI,26139,Ottawa County,42.942461,-86.654946
MI,26141,Presque Isle County,45.489515,-83.384019
MI,26143,Roscommon County,44.339517,-84.611271
MI,26145,Saginaw County,43.328267,-84.05541
MI,26147,St. Clair County,42.928803,-82.668913
MI,26149,St. Joseph County,41.911488,-85.52287
MI,26151,Sanilac County,43.449155,-82.642815
MI,26153,Schoolcraft County,46.021122,-86.197029
MI,26155,Shiawassee County,42.951545,-84.146352
MI,26157,Tuscola County,43.487902,-83.436618
MI,26159,Van Buren County,42.28215,-86.306076
MI,26161,Washtenaw County,42.252327,-83.844634
MI,26163,Wayne County,42.284664,-83.261953
MI,26165,Wexford County,44.331375,-85.570046
MN,27001,Aitkin County,46.602446,-93.41976
MN,27003,Anoka County,45.27411,-93.242723
MN,27005,Becker County,46.937629,-95.741757
MN,27007,Beltrami County,47.879508,-95.00505
MN,27009,Benton County,45.701225,-94.00144
MN,27011,Big Stone County,45.419925,-96.402226
MN,27013,Blue Earth County,44.03371,-94.064012
MN,27015,Brown County,44.246541,-94.733647
MN,27017,Carlton County,46.603818,-92.671044
MN,27019,Carver County,44.82132,-93.800091
MN,27021,Cass County,46.951745,-94.333705
MN,27023,Chippewa County,45.028625,-95.564108
MN,27025,Chisago County,45.505444,-92.903849
MN,27027,Clay County,46.898377,-96.494901
MN,27029,Clearwater County,47.575873,-95.371117
MN,27031,Cook County,47.538569,-90.29019
MN,27033,Cottonwood County,44.010711,-95.18313
MN,27035,Crow Wing County,46.491653,-94.070718
MN,27037,Dakota County,44.670893,-93.062481
MN,27039,Dodge County,44.020706,-92.869353
MN,27041,Douglas County,45.936829,-95.462156
MN,27043,Faribault County,43.676522,-93.947234
MN,27045,Fillmore County,43.679187,-92.093937
MN,27047,Freeborn County,43.674202,-93.350289
MN,27049,Goodhue County,44.406178,-92.716
MN,27051,Grant County,45.930743,-96.010699
MN,27053,Hennepin County,45.006121,-93.475228
MN,27055,Houston County,43.66699,-91.501556
MN,27057,Hubbard County,47.095551,-94.91329
MN,27059,Isanti County,45.562431,-93.296339
MN,27061,Itasca County,47.490817,-93.611102
MN,27063,Jackson County,43.671111,-95.149731
MN,27065,Kanabec County,45.94776,-93.297788
MN,27067,Kandiyohi County,45.152714,-95.004981
MN,27069,Kittson County,48.77604,-96.780349
